time,artist,song,album,album_label,album_year,note,url
9:54 AM,Arizona Dranes,I Shall Wear a Crown,Really the Blues? A Blues History 1893-1954,west hill radio archives,2010,Wild early gospel recording.,https://spinitron.com//KDHX/pl/5308722/Sound-Salvation
7:00 AM,Richard Barone,River to River,COLLECTION: an Embarrassment of Richard,rbm special editions hamburg ger,2004,Barone's best songs - and this is one of them - rank with all the best songwriters of our time. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:04 AM,Paul McCartney,Another Day,RAM (Deluxe Edition),Paul McCartney Catalog,2012,"Since All Things Must Pass came out in late 1970, I think Ram is my fave solo Beatles album of 1971. (And, yes, I know when Imagine came out).",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:07 AM,Willie Nile,New York Is Rockin',New York at Night,River House Records,2020,"A song that became (temporarily, I hope) dated as it was released right around the time all the clubs in New York (and elsewhere) had to close. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:11 AM,The Bottle Rockets,Better Than Broken,Zoysia,Bloodshot Records,2006,"The first album with the line-up that's existed for 14 years now. Some great songs here, including this one. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:15 AM,Nick Lowe,Stick It Where the Sun Don't Shine,Nick the Knife,Yep Roc Records,1982,Lowe's first album after the break-up of Rockpile is seriously underrated. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:20 AM,Jonathan Wilson,El Camino Real,Dixie Blur,Bella Union,2020,Some upbeat pop/rock from a guy who usually plays much slower. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:23 AM,The Chicks,Gaslighter,Gaslighter,Columbia,2020,"They've dropped the ""Dixie"" from their name and given me my fave single of the summer. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:26 AM,Dwight Yoakam,Three Good Reasons,Blame the Vain,New West Records,2005,"After Pete Anderson left Yoakam's guitarist/producer chair, I was worried the music would suffer. It didn't (much - I mean Anderson is a hell of a guitar player!)",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:29 AM,Billy F Gibbons,Rollin’ and Tumblin’,The Big Bad Blues,Concord Records,2018,Pretty hot Muddy Waters take!,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:32 AM,John Scofield,Let's Go Get Stoned,That's What I Say (John Scofield Plays the Music of Ray Charles),Verve,2005,Really sweet version of the Brother Ray classic. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:35 AM,Kenny Wayne Shepherd,"Prison Blues (with Cootie Stark & Neal ""Big Daddy"" Pattman)",10 Days Out (Blues from the Backroads) [Audio Version],Reprise,2006,That time Shepherd traveled the country collecting recordings with surviving blues players and made the best reord I've heard him make. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:41 AM,Christian Sands,Can’t Find My Way Home,Be Water,Mack Avenue Records,2020,Powerful jazz piano-led version of the Blind Faith song.,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:48 AM,Joe Louis Walker,Come Back Home (feat. Mitch Ryder),Blues Comin' On,Cleopatra Blues,2020,"Mitch Ryder sounds noticeably older, but still wonderful! I haven't heard from him in a long, long time. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:53 AM,Son Volt,Satellite,The Search,Transmit Sound,2018,I love it when Jay Farrar kicks butt a bit. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:55 AM,Queen,Fun It,Jazz,Hollywood Records,2014,Sometimes I try to remember if there was any musical genre or style these guys didn't try. This one is funk. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:00 AM,Future Clouds & Radar,Follow the Crane,Peoria,Star Apple Kingdom,2008,Shh - don't tell anybody I liked this band better than Cotton Mather. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:07 AM,The Association,One Too Many Mornings (Single Version),Just the Right Sound: The Association Anthology,Rhino/Warner Records,2006,Oh my gosh! The harmonies!,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:10 AM,Pretenders,Hate for Sale,Hate for Sale,BMG Rights Management (UK) Ltd.,2020,"The current guitarist is no James Honeyman-Scott, but save for the solo, this sounds more like the first Pretenders album than anything in 40 years. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:12 AM,Field Music,An Independent State,Making a New World,Memphis Industries,2019,Cool little instrumental on one of my fave albums this year. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:15 AM,Menahan Street Band,Driftwood,The Crossing,Daptone Records,2012,Powerhouse r&b instrumental band. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:19 AM,Jefferson Airplane,Plastic Fantastic Lover,Bless Its Pointed Little Head (Live),RCA/Legacy,2004,"One of my all-time fave live records. Marty Balin, Jorma Kaukonen, and Jack Casidy are on fire on this cut. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:23 AM,Eddie Floyd,Check Me Out,Chronicle: Greatest Hits,Fantasy Records,1990,One of the finest soul singers of the 60s. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:27 AM,The Kinks,Too Much Monkey Business,Kinks,Sanctuary Records,1964,Blistering version of the Chuck Berry classic - had they taken some pep pills before this session?,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:29 AM,ZZ Top,Tube Snake Boogie,El Loco,Rhino/Warner Records,1981,There are some songs capable of making me giddy within seconds of hearing the opening notes. This is way up there for me. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:32 AM,Bo Diddley,Better Watch Yourself,Bo Diddley Is a Gunslinger,Geffen*,2004,"You don't hear this one all the time, but it's pretty classic Bo Diddley!",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:35 AM,Professor Longhair,She Walks Right In,New Orleans Piano (Mono),Rhino Atlantic,1972,A little 1949 gem from the New Orleans piano wizard. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:39 AM,Michael Doucet,Walking on a Mardi Gras Day,Lâcher Prise,Compass Records,2020,Speaking of a New Orleans-adjacent musical wizard. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:44 AM,Paul Burch,Mardi Gras in Mobile,Light Sensitive,Plowboy Records,2020,"I know it's not Mardi Gras season, but doesn't that sound less bloody hot outside?",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:47 AM,Céu,Pardo,APKÁ!,Six Degrees – New Releases,2020,One of the best Brazilian singer/songwriters of this century (at least that I've heard - I know I'm only a dabbler),https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:51 AM,Donny Hathaway,Someday We'll All be Free,Extension of a Man,Rhino Atlantic,1975,One of the finest singers to come out of St. Louis.,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
8:55 AM,Tom Waits,Lonely,Closing Time (Remastered),Anti/Epitaph,2018,"It's been 47 years since Tom Waits recorded this, but it's not like I heard it until only a few years ago. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:00 AM,Spirit Fingers,Goodbye,Peace,Ropeadope,2020,Pianist Greg Spero leads this jazz-based ensemble here joined by vocalist Judi Jackson. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:05 AM,Moon Hooch,Nonphysical,Life on Other Planets,Moon Hooch,2020,Jazz for dancing!,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:09 AM,Ornette Coleman & Prime Time,Happy Hour,Virgin Beauty,Legacy Recordings,1988,Ornette's last blast at major label attention was a rollicking harmelodic joyfest. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:14 AM,Bridget Kearney & Benjamin Lazar Davis,Dog Teeth (feat. Stevo Atambire),Still Flying,Verve Forecast,2020,Stevo Atambire is a musician from Ghana who joined up with the bassist from Lake Shore Dive and a guy from Okkervil River for this excellent record. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:19 AM,Volta Jazz,Beni Djarabi,Bobo Yéyé: Belle Époque in Upper Volta,Numero Group,2016,Classic West African ensemble made to get your feet moving. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:22 AM,Mel & Tim,Yes We Can-Can,Mel & Tim,Stax,2007,"Pretty much following the Lee Dorsey template, but with two great singers instead of one. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:27 AM,Robert Cray,Burying Ground,That's What I Heard,Nozzle Records,2020,Some gospel truth from the great veteran blues singer/guitarist/writer. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:30 AM,David Bromberg Band,The Hills of Isle Au Haut,Big Road,Red House Records,2020,"Bromberg went all-in for this new record, hiring a huge ensemble of musicians to back him up on a terrific new record. ",https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:34 AM,Van Morrison,They Sold Me Out,Magic Time,Legacy Recordings,2005,This was a very solid Van record. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:37 AM,Aubrie Sellers,Drag You Down,Far From Home,Aubrie Sellers,2020,The first single from this very fine country record. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:41 AM,Janiva Magness,With Love (feat. Dan Navarro),Original,Fathead,2014,I never get tired of hearing her sing. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:46 AM,Paul Cauthen,Cocaine Country Dancing,Room 41,Lightning Rod Records,2019,I played this song as much as any other single cut last year. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:50 AM,Jonathan Parker,Even the Weather,Broken Hearts and Broken Bones,Jonathan Parker Music,2020,Terrific young country singer from North Carolina. ,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
9:54 AM,Funky Butt Brass Band,4th & 30,Onward,Funky Butt Brass Band,2020,This band is a good time guarantee!,https://spinitron.com//KDHX/pl/11287978/Sound-Salvation
7:02 AM,Bob Mould,Angels Rearrange,Silver Age,Merge,2012,This is a classic Husker/Sugar-styled Mould record.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:05 AM,The Feelies,Original Love,Crazy Rhythms,A&M,1980,"Ah, that nervous energy!",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:08 AM,Emitt Rhodes,You Should Be Ashamed,"Listen, Listen: The Best of Emitt Rhodes",Varese,1995,A true master of melody.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:11 AM,The Sights,Bad Man,Left Over Right,HRM,2011,I guess I just don't understand how I'm made out to be the bad man when I'm just doing what I could. Is it no good?,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:14 AM,The Beatles,And Your Bird Can Sing,Revolver,CAPITOL,1966,The single greatest record of all time.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:17 AM,Levon Helm,Wide River to Cross,Dirt Farmer,Dirt Farmer Music/Vanguard Records,2007,"Buddy & Julie Miller wrote this gem which is becoming a modern classic - no better version than this one, though.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:22 AM,The Mastersons,I Don't Know,Birds Fly South,New West,2012,"That guitar lick ain't fancy, but it's insistent.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:26 AM,Peter Wolf,I Don't Wanna Know,Midnight Souvenirs,Verve,2010,Allmusic says this is a betrayal song to dance to. I'll buy that.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:31 AM,Webb Wilder,If You're Looking For a Fool,Born To Be Wilder,blind pig,2008,One of the most reliably enjoyable roots rockers of the past 25 years.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:34 AM,Aaron Griffin and Mojo Rising,Phone Booth,Mojo Rising,self-released,2012,"This 17-year-old St. Louis kid has no business playing guitar and singing this Robert Cray song with this much fire and imagination. Sure, his dad's been a fixture on the blues scene for years, but this is surprisingly great stuff.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:41 AM,The Linemen,Dust and Despair,Reconsider,self,2009,It was cool to see these guys reunite for the KDHX celebration a few weeks back.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:47 AM,Court Yard Hounds,April's Love,Court Yard Hounds,Columbia,2010,Just beautiful.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:50 AM,The Everly Brothers,Empty Boxes,Heartaches & Harmonies,Rhino,1994,"First sisters, then brothers. Sometimes this show just programs itself.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
7:53 AM,Luke Ritchie,Off Your Guard,The Water's Edge,MQZ Renewables,2011,I owe Steve Carosello for introducing me to this tremendously talented singer/songwriter.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:01 AM,Pet Shop Boys,Breathing Space,Elysium,Astralwerks,2013,You can just float on the melody and the bed of gentle synth sounds.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:06 AM,Benny Andersson Band,Story of a Heart,Story of a Heart,Decca,2009,"This brilliant album snuck out three years ago, and I only just heard it about it a few weeks back. It's got a lot of different facets, including this song, which is quite possibly as great as anything he ever did in ABBA.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:11 AM,Eleni Mandell,Two Faces,Artificial Fire,Zedtone,2009,Moody and intoxicating.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:18 AM,John Lennon,Remember,Gimme Some Truth,CAPITOL,2010,Remember when you were young how the hero was never hung.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:22 AM,The dB's,The Adventures of Albatross and Doggerel,Falling Off the Sky,Bar/None Records,2012,One week from tomorrow at the Duck Room. You'll be very sorry if you miss this show.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:29 AM,City Squirrel,Lori Blue,Defeat,Red Pill,2012,Beautiful song about a lovely person who left us way too soon.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:35 AM,Wanda Jackson,California Stars,Unfinished Business,SUGAR HILL,2010,"I played this last week, but it's such a sweet version, I thought I'd share it with those of you who don't wake up earlier.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:39 AM,Brothers Lazaroff,She Loves to Dance,Science Won,self-released,2012,"Subconscious does it again - there's a line in here, ""like watching stars collide,"" which undoubtedly made me play this after the previous song.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:43 AM,Dan Bern,Haarlem,Drifter,self,2012,"One of our finest songwriters continues to toil in obscurity, but man, listen to this song.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:46 AM,Dion,Statesboro Blues,Bronx in Blue,Razor & Tie,2006,A highly personal take on a song that's survived for decades.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:47 AM,Robert Johnson,Stop Breakin' Down Blues,The Complete Collection,Columbia,1990,It'll make you lose your mind.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:49 AM,Nathan James,Make It On Your Own,What You Make of It,Delta Groove,2012,One of the coolest blues records I heard this year.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
8:54 AM,Elmore James,Dark and Dreary,The Best Of Elmore James: The Early Years,Ace,1995,I love the Elmore James cuts with the saxophones.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
9:01 AM,Antibalas Afrobeat Orchestra,Sare Kon Kon,Antibalas,Daptone,2012,Taking the Afrobeat style to new approaches.,https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
9:09 AM,Charles Mingus,Fifty-First Street Blues,East Coasting,Shout Factory,1957,"So many things to love here - the swing, the swagger, the tune, the solos.",https://spinitron.com//KDHX/pl/5383503/Sound-Salvation
